,tweet_id,favorite_count,retweet_count
654,789903600034189313,10435,4165
655,789628658055020548,7549,1781
656,789599242079838210,6816,1940
657,789530877013393408,11809,3395
658,789314372632018944,8721,2313
659,789280767834746880,0,4966
660,789268448748703744,9189,2625
661,789137962068021249,9800,2809
662,788908386943430656,27620,12558
663,788765914992902144,27546,10354
664,788552643979468800,0,7224
665,788412144018661376,15661,5296
666,788178268662984705,7278,2108
667,788150585577050112,6166,1294
668,788070120937619456,0,3446
669,788039637453406209,6174,1326
670,787810552592695296,8674,3073
671,787717603741622272,10335,2789
672,787397959788929025,10968,2863
673,787322443945877504,7834,1752
674,787111942498508800,0,6792
675,786963064373534720,26810,8019
676,786729988674449408,0,2436
677,786709082849828864,18334,6148
678,786664955043049472,10655,2564
679,786595970293370880,9511,3141
680,786363235746385920,10959,3518
681,786286427768250368,8033,2850
682,786233965241827333,15356,4755
683,786051337297522688,1431,155
684,786036967502913536,0,7045
685,785927819176054784,11461,3205
686,785872687017132033,6733,1820
687,785639753186217984,7893,2250
688,785533386513321988,9177,2010
689,785515384317313025,6165,1265
690,785264754247995392,7303,1635
691,785170936622350336,12107,4853
692,784826020293709826,10160,3257
693,784517518371221505,9012,2550
694,784431430411685888,5744,1275
695,784183165795655680,20176,8058
696,784057939640352768,29908,11147
697,783839966405230592,30198,10813
698,783821107061198850,7396,1984
699,783695101801398276,10520,3218
700,783466772167098368,8500,2252
701,783391753726550016,16964,5490
702,783347506784731136,0,5565
703,783334639985389568,29276,11696
704,783085703974514689,8195,2208
705,782969140009107456,24234,7393
706,782747134529531904,7493,1411
707,782722598790725632,17336,5405
708,782598640137187329,7832,1881
709,782305867769217024,16707,5577
710,782021823840026624,0,6213
711,781955203444699136,11169,3379
712,781661882474196992,10467,2721
713,781655249211752448,4003,1132
714,781524693396357120,20828,5572
715,781308096455073793,7171,2563
716,781251288990355457,8477,2080
717,781163403222056960,9843,2754
718,780931614150983680,21694,7323
719,780858289093574656,7211,2016
720,780800785462489090,5499,1304
721,780601303617732608,12154,3359
722,780543529827336192,6316,1748
723,780496263422808064,0,3690
724,780476555013349377,0,112
725,780459368902959104,5317,1079
726,780192070812196864,8726,2241
727,780092040432480260,0,2296
728,780074436359819264,12200,4965
729,779834332596887552,18934,7045
730,779377524342161408,8818,3115
731,779124354206535695,0,18291
732,779056095788752897,14791,4544
733,778990705243029504,19994,7193
734,778774459159379968,0,9879
735,778764940568104960,869,361
736,778748913645780993,6907,1309
737,778650543019483137,5779,1500
738,778624900596654080,4647,1010
739,778408200802557953,13642,4328
740,778396591732486144,0,12221
741,778383385161035776,5843,1104
742,778286810187399168,10381,3293
743,778039087836069888,8506,2642
744,778027034220126208,6553,1610
745,777953400541634568,0,3523
746,777885040357281792,6353,1632
747,777684233540206592,11245,2936
748,777641927919427584,0,4227
749,777621514455814149,8750,2502
750,777189768882946048,14292,4301
751,776819012571455488,0,13647
752,776813020089548800,4883,1208
753,776477788987613185,8835,2774
754,776249906839351296,0,9100
755,776218204058357768,29889,15836
756,776201521193218049,9622,2518
757,776113305656188928,11765,4352
758,776088319444877312,1842,151
759,775898661951791106,0,16492
760,775842724423557120,11713,2652
761,775733305207554048,13874,3984
762,775729183532220416,12998,4594
763,775364825476165632,7401,2958
764,775350846108426240,10169,3899
765,775085132600442880,15565,4720
766,774757898236878852,8612,1788
767,774639387460112384,6731,1729
768,774314403806253056,21763,5507
769,773985732834758656,10710,3844
770,773922284943896577,6398,1746
771,773704687002451968,6591,1624
772,773670353721753600,5356,1310
773,773547596996571136,22094,6132
774,773336787167145985,0,5053
775,773308824254029826,23311,7456
776,773247561583001600,9457,3247
777,773191612633579521,9977,4118
778,772877495989305348,8546,3865
779,772826264096874500,8037,2344
780,772615324260794368,0,3367
781,772581559778025472,6485,1695
782,772193107915964416,6034,1388
783,772152991789019136,3799,1126
784,772117678702071809,3771,737
785,772114945936949249,2726,466
786,772102971039580160,3990,940
787,771908950375665664,6581,1897
788,771770456517009408,11992,3358
789,771500966810099713,8251,2605
790,771380798096281600,10464,5053
791,771171053431250945,0,7423
792,771136648247640064,9134,2916
793,771102124360998913,6233,1438
794,771014301343748096,6852,1647
795,770787852854652928,4917,1196
796,770772759874076672,5160,1412
797,770655142660169732,7330,1760
798,770414278348247044,6313,2095
799,770293558247038976,6233,1469
800,770093767776997377,0,3037
801,770069151037685760,7574,2289
802,769940425801170949,31260,9515
803,769695466921623552,6399,1678
804,769335591808995329,0,7696
805,769212283578875904,5381,1711
806,768970937022709760,14317,6482
807,768909767477751808,0,2662
808,768855141948723200,4187,882
809,768609597686943744,4108,1201
810,768596291618299904,5026,1278
811,768554158521745409,0,5817
812,768473857036525572,13608,3408
813,768193404517830656,10839,3523
814,767884188863397888,4730,1373
815,767754930266464257,15956,5364
816,767500508068192258,7484,2332
817,767191397493538821,12274,3736
818,767122157629476866,10154,2845
819,766864461642756096,0,5598
820,766793450729734144,5053,1350
821,766714921925144576,2608,376
822,766693177336135680,3998,790
823,766423258543644672,5986,1577
824,766313316352462849,6776,1880
825,766078092750233600,0,2606
826,766069199026450432,4213,848
827,766008592277377025,3735,494
828,765719909049503744,7208,2143
829,765669560888528897,5172,1218
830,765395769549590528,26542,3366
831,765371061932261376,7044,2153
832,765222098633691136,11597,3367
833,764857477905154048,6432,1767
834,764259802650378240,5992,1492
835,763956972077010945,759,54
836,763837565564780549,12516,4124
837,763183847194451968,5362,1458
838,763167063695355904,0,2984
839,763103485927849985,7335,2278
840,762699858130116608,12081,3590
841,762471784394268675,11174,6369
842,762464539388485633,10252,4156
843,762316489655476224,4779,1116
844,762035686371364864,31717,15446
845,761976711479193600,5384,1994
846,761750502866649088,0,3886
847,761745352076779520,4261,858
848,761672994376806400,49258,28874
849,761599872357261312,4107,1182
850,761371037149827077,0,17941
851,761334018830917632,5169,1440
852,761292947749015552,4464,1077
853,761227390836215808,5300,1555
854,761004547850530816,11273,3446
855,760893934457552897,3801,966
856,760656994973933572,6550,1895
857,760641137271070720,4950,1285
858,760539183865880579,7528,3591
859,760521673607086080,4194,1379
860,760290219849637889,26634,11386
861,760252756032651264,3932,863
862,760190180481531904,5664,1783
863,760153949710192640,0,30
864,759943073749200896,5916,2063
865,759923798737051648,14602,5598
866,759846353224826880,6698,1949
867,759793422261743616,5917,1889
868,759557299618865152,4661,1176
869,759447681597108224,8425,2436
870,759446261539934208,1662,483
871,759197388317847553,6040,1928
872,759159934323924993,0,1147
873,759099523532779520,14421,4128
874,759047813560868866,6443,1990
875,758854675097526272,3528,889
876,758828659922702336,11154,3802
877,758740312047005698,5705,1602
878,758474966123810816,3779,989
879,758467244762497024,4756,2190
880,758405701903519748,5176,1890
881,758355060040593408,3376,1058
882,758099635764359168,18939,9879
883,758041019896193024,2687,368
884,757741869644341248,6847,3219
885,757729163776290825,0,7840
886,757725642876129280,4520,1197
887,757611664640446465,4540,1094
888,757597904299253760,0,298
889,757596066325864448,4307,1046
890,757400162377592832,15023,6773
891,757393109802180609,5775,1720
892,757354760399941633,4487,1405
893,756998049151549440,6234,1966
894,756939218950160384,6602,1990
895,756651752796094464,5010,1285
896,756526248105566208,10350,3544
897,756303284449767430,3898,1088
898,756288534030475264,43712,17515
899,756275833623502848,6363,1513
900,755955933503782912,7269,2851
901,755206590534418437,16325,5305
902,755110668769038337,21026,10975
903,754874841593970688,0,7815
904,754856583969079297,6857,2486
905,754747087846248448,2570,513
906,754482103782404096,5244,1933
907,754449512966619136,3714,726
908,754120377874386944,7824,2332
909,753655901052166144,5790,2150
910,753420520834629632,7842,3521
911,753398408988139520,5705,1879
912,753375668877008896,7585,2296
913,753298634498793472,0,5632
914,753294487569522689,3344,1027
915,753039830821511168,36825,20632
916,753026973505581056,3889,952
917,752932432744185856,12520,6792
918,752917284578922496,6885,1558
919,752701944171524096,0,2826
920,752682090207055872,5959,1576
921,752660715232722944,4353,1539
922,752568224206688256,5451,2254
923,752519690950500352,7312,3402
924,752334515931054080,3789,1081
925,752309394570878976,0,16054
926,752173152931807232,5912,1812
927,751950017322246144,3036,902
928,751937170840121344,5148,1310
929,751830394383790080,5766,1922
930,751793661361422336,5773,2867
931,751598357617971201,7857,3013
932,751583847268179968,4353,1088
933,751538714308972544,4996,1245
934,751456908746354688,3184,989
935,751251247299190784,12400,5806
936,751205363882532864,6278,1794
937,751132876104687617,5020,1286
938,750868782890057730,4741,1346
939,750719632563142656,13056,4966
940,750506206503038976,4403,1130
941,750429297815552001,13057,4227
942,750383411068534784,4516,1137
943,750381685133418496,686,27
944,750147208377409536,3075,945
945,750132105863102464,3577,1281
946,750117059602808832,4292,1290
947,750101899009982464,3016,828
948,750086836815486976,2151,525
949,750071704093859840,7753,3280
950,750056684286914561,3135,885
951,750041628174217216,3145,607
952,750026558547456000,2698,776
953,750011400160841729,3217,894
954,749996283729883136,3038,805
955,749981277374128128,5077,2430
956,749774190421639168,4629,1303
957,749417653287129088,6055,1621
958,749403093750648834,2594,529
959,749395845976588288,8475,3395
960,749317047558017024,5445,2211
961,749075273010798592,5703,2050
962,749064354620928000,4764,1501
963,749036806121881602,3062,787
964,748977405889503236,10664,3351
965,748932637671223296,5749,2213
966,748705597323898880,2750,938
967,748699167502000129,4689,1560
968,748692773788876800,4202,1319
969,748575535303884801,6008,1949
970,748568946752774144,2177,664
971,748346686624440324,5160,1216
972,748337862848962560,7545,4041
973,748324050481647620,3645,746
974,748307329658011649,3641,700
975,748220828303695873,13973,7662
976,747963614829678593,5708,2103
977,747933425676525569,6532,2503
978,747885874273214464,2900,955
979,747844099428986880,2786,739
980,747816857231626240,4788,1143
981,747651430853525504,1371,152
982,747648653817413632,12732,5767
983,747600769478692864,2300,550
984,747594051852075008,3627,1045
985,747512671126323200,5461,1587
986,747461612269887489,3826,1030
987,747439450712596480,5360,1887
988,747242308580548608,0,2871
989,747219827526344708,5196,1541
990,747204161125646336,3333,904
991,747103485104099331,9447,3915
992,746906459439529985,2863,292
993,746872823977771008,5905,2102
994,746818907684614144,5257,1715
995,746790600704425984,4805,1579
996,746757706116112384,9453,3849
997,746726898085036033,5966,1766
998,746542875601690625,4969,1851
999,746521445350707200,0,971
1000,746507379341139972,4596,1070
1001,746369468511756288,6109,1610
1002,746131877086527488,6824,2166
1003,746056683365994496,3520,801
1004,745789745784041472,3968,1050
1005,745712589599014916,6914,2291
1006,745433870967832576,6989,2495
1007,745422732645535745,8466,2395
1008,745314880350101504,7085,2712
1009,745074613265149952,7729,3421
1010,745057283344719872,7170,2210
1011,744995568523612160,2937,605
1012,744971049620602880,7771,2642
1013,744709971296780288,5534,1538
1014,744334592493166593,6689,2071
1015,744234799360020481,154171,76442
1016,744223424764059648,1638,356
1017,743980027717509120,4116,1075
1018,743895849529389061,3603,950
1019,743835915802583040,0,2032
1020,743609206067040256,4404,1358
1021,743595368194129920,18075,6407
1022,743545585370791937,3480,925
1023,743510151680958465,7823,3675
1024,743253157753532416,4162,1201
1025,743222593470234624,6103,1877
1026,743210557239623680,3782,1337
1027,742534281772302336,6973,3511
1028,742528092657332225,4351,1933
1029,742465774154047488,7155,3854
1030,742423170473463808,9677,3690
1031,742385895052087300,6705,1933
1032,742161199639494656,4264,1344
1033,742150209887731712,5032,1519
1034,741793263812808706,4473,1489
1035,741743634094141440,8055,2700
1036,741438259667034112,3633,809
1037,741303864243200000,8649,3145
1038,741099773336379392,9835,5410
1039,741067306818797568,9380,3037
1040,740995100998766593,6261,2682
1041,740711788199743490,3351,919
1042,740699697422163968,2802,766
1043,740676976021798912,17887,6700
1044,740373189193256964,34513,13081
1045,740365076218183684,2420,422
1046,740359016048689152,3248,848
1047,740214038584557568,6589,1927
1048,739979191639244800,19647,5817
1049,739932936087216128,3994,1058
1050,739844404073074688,3743,843
1051,739623569819336705,3710,1330
1052,739606147276148736,5304,1625
1053,739544079319588864,38867,20803
1054,739485634323156992,7040,2877
1055,739238157791694849,113997,56825
1056,738891149612572673,108,6
1057,738885046782832640,3711,1122
1058,738883359779196928,3248,776
1059,738537504001953792,5004,1496
1060,738402415918125056,3199,810
1061,738184450748633089,4247,1194
1062,738166403467907072,8629,3289
1063,738156290900254721,2460,626
1064,737826014890496000,5181,1734
1065,737800304142471168,9827,3393
1066,737678689543020544,4955,1283
1067,737445876994609152,10065,4362
1068,737322739594330112,3545,796
1069,737310737551491075,14403,7267
1070,736736130620620800,4176,1694
1071,736392552031657984,17387,7224
1072,736365877722001409,3898,1213
1073,736225175608430592,7969,2722
1074,736010884653420544,7748,2917
1075,735991953473572864,3527,1123
1076,735648611367784448,3966,1080
1077,735635087207878657,6056,2303
1078,735274964362878976,12790,4918
1079,735256018284875776,3267,862
1080,735137028879360001,3072,952
1081,734912297295085568,2700,516
1082,734787690684657664,12304,6159
1083,734776360183431168,2456,527
1084,734559631394082816,1461,388
1085,733828123016450049,3517,761
1086,733822306246479872,3600,1002
1087,733482008106668032,3076,928
1088,733460102733135873,4116,1251
1089,733109485275860992,49320,16492
1090,732732193018155009,2388,525
1091,732726085725589504,3488,872
1092,732585889486888962,3599,764
1093,732375214819057664,7922,2459
1094,732005617171337216,14606,5269
1095,731285275100512256,3419,974
1096,731156023742988288,3766,1241
1097,730924654643314689,6026,1937
1098,730573383004487680,4796,2088
1099,730427201120833536,3421,1022
1100,730211855403241472,3745,1038
1101,730196704625098752,4743,1853
1102,729854734790754305,3954,1099
1103,729838605770891264,1689,373
1104,729823566028484608,3899,1222
1105,729463711119904772,5678,2267
1106,729113531270991872,1840,315
1107,728986383096946689,3080,803
1108,728760639972315136,4580,1662
1109,728751179681943552,2704,664
1110,728653952833728512,3249,1012
1111,728409960103686147,4809,1950
1112,728387165835677696,3631,942
1113,728046963732717569,4216,1172
1114,728035342121635841,4475,1630
1115,728015554473250816,4043,1083
1116,727685679342333952,2905,629
1117,727644517743104000,5744,1708
1118,727524757080539137,4383,1190
1119,727314416056803329,3272,721
1120,727286334147182592,2993,794
1121,727175381690781696,3841,1355
1122,727155742655025152,3553,1296
1123,726935089318363137,6734,2382
1124,726887082820554753,3759,1489
1125,726828223124897792,3489,980
1126,726224900189511680,4336,1117
1127,725842289046749185,6934,2606
1128,725786712245440512,4093,1339
1129,725729321944506368,5106,1744
1130,725458796924002305,1390,602
1131,724983749226668032,3658,1279
1132,724771698126512129,2302,620
1133,724405726123311104,5177,1613
1134,724049859469295616,4245,1735
1135,724046343203856385,2608,544
1136,724004602748780546,4107,1505
1137,723912936180330496,3808,1206
1138,723688335806480385,7514,2867
1139,723673163800948736,2955,867
1140,723179728551723008,5198,1818
1141,722974582966214656,4023,1529
1142,722613351520608256,4863,1600
1143,721503162398597120,4525,1787
1144,721001180231503872,2481,597
1145,720785406564900865,3046,750
1146,720775346191278080,2408,644
1147,720415127506415616,4042,1463
1148,720389942216527872,6232,2443
1149,720340705894408192,2805,954
1150,720059472081784833,3785,1100
1151,720043174954147842,4811,1959
1152,719991154352222208,4745,1695
1153,719704490224398336,4446,1391
1154,719551379208073216,4946,1851
1155,719367763014393856,2739,728
1156,719339463458033665,4346,1204
1157,719332531645071360,3360,925
1158,718971898235854848,3417,1050
1159,718939241951195136,5145,1716
1160,718631497683582976,18506,7845
1161,718613305783398402,2390,471
1162,718540630683709445,2405,994
1163,718460005985447936,2644,513
1164,718454725339934721,4762,1478
1165,718246886998687744,1867,486
1166,718234618122661888,3792,963
1167,717841801130979328,2402,590
1168,717790033953034240,2824,1085
1169,717537687239008257,5656,1809
1170,717428917016076293,1581,436
1171,717421804990701568,3102,821
1172,717047459982213120,6169,1879
1173,717009362452090881,3183,940
1174,716802964044845056,4195,1145
1175,716791146589110272,8020,1541
1176,716730379797970944,1206,416
1177,716447146686459905,12791,5728
1178,716439118184652801,2333,203
1179,716285507865542656,2716,1029
1180,716080869887381504,6638,1855
1181,715928423106027520,3129,858
1182,715758151270801409,3650,1402
1183,715733265223708672,4563,1649
1184,715704790270025728,2729,557
1185,715696743237730304,3833,1263
1186,715680795826982913,4213,1571
1187,715360349751484417,5365,1527
1188,715342466308784130,2988,678
1189,715220193576927233,2374,634
1190,715200624753819648,5039,1837
1191,715009755312439296,4068,1197
1192,714982300363173890,3653,1011
1193,714962719905021952,7204,4155
1194,714957620017307648,4058,1378
1195,714631576617938945,3206,970
1196,714606013974974464,3556,904
1197,714485234495041536,2620,1101
1198,714258258790387713,2975,708
1199,714251586676113411,3208,818
1200,714214115368108032,2227,849
1201,714141408463036416,4238,1362
1202,713919462244790272,3230,776
1203,713909862279876608,1859,527
1204,713900603437621249,2777,722
1205,713761197720473600,4767,1339
1206,713411074226274305,4354,1273
1207,713177543487135744,7081,2781
1208,713175907180089344,4367,1441
1209,712809025985978368,18691,6583
1210,712717840512598017,12094,4858
1211,712668654853337088,4098,1188
1212,712438159032893441,5216,1531
1213,712309440758808576,238,25
1214,712097430750289920,3708,1013
1215,712092745624633345,2883,865
1216,712085617388212225,3214,475
1217,712065007010385924,2218,607
1218,711998809858043904,0,125
1219,711968124745228288,7898,2249
1220,711743778164514816,2785,967
1221,711732680602345472,8654,4007
1222,711694788429553666,32242,17941
1223,711652651650457602,3785,895
1224,711363825979756544,3576,1107
1225,711306686208872448,3238,721
1226,711008018775851008,2945,598
1227,710997087345876993,4483,1357
1228,710844581445812225,2496,672
1229,710833117892898816,2639,520
1230,710658690886586372,2263,546
1231,710609963652087808,4710,2324
1232,710588934686908417,4447,1820
1233,710296729921429505,2329,720
1234,710283270106132480,2108,511
1235,710272297844797440,4446,1228
1236,710269109699739648,2347,1092
1237,710153181850935296,2853,873
1238,710140971284037632,2704,859
1239,710117014656950272,5369,1943
1240,709918798883774466,3429,1069
1241,709901256215666688,650,99
1242,709852847387627521,3454,1177
1243,709566166965075968,3478,1177
1244,709556954897764353,3224,1048
1245,709519240576036864,1468,233
1246,709449600415961088,2173,558
1247,709409458133323776,2562,667
1248,709225125749587968,2371,562
1249,709207347839836162,12278,5649
1250,709198395643068416,2395,631
1251,709179584944730112,1965,658
1252,709158332880297985,2001,408
1253,709042156699303936,4643,1594
1254,708853462201716736,1769,648
1255,708845821941387268,2925,877
1256,708834316713893888,1652,491
1257,708810915978854401,16159,6775
1258,708738143638450176,2703,792
1259,708711088997666817,2486,702
1260,708479650088034305,2500,668
1261,708469915515297792,3049,801
1262,708400866336894977,15673,9840
1263,708356463048204288,3511,1289
1264,708349470027751425,2304,722
1265,708149363256774660,4211,1524
1266,708130923141795840,3320,836
1267,708119489313951744,2646,963
1268,708109389455101952,1915,542
1269,708026248782585858,4317,1892
1270,707995814724026368,3077,1106
1271,707983188426153984,49,2
1272,707969809498152960,2650,947
1273,707776935007539200,3224,940
1274,707741517457260545,2442,601
1275,707738799544082433,4009,2411
1276,707693576495472641,3338,967
1277,707629649552134146,2524,853
1278,707610948723478529,16664,6213
1279,707420581654872064,2228,680
1280,707411934438625280,2262,587
1281,707387676719185920,3435,1257
1282,707377100785885184,3217,1069
1283,707315916783140866,2429,630
1284,707297311098011648,2716,767
1285,707059547140169728,2546,659
1286,707038192327901184,2146,768
1287,707021089608753152,4007,1330
1288,707014260413456384,2271,585
1289,706904523814649856,14317,7696
1290,706901761596989440,2017,578
1291,706681918348251136,3245,958
1292,706644897839910912,2525,1068
1293,706593038911545345,2117,620
1294,706538006853918722,3416,1403
1295,706516534877929472,3064,1015
1296,706346369204748288,3390,906
1297,706310011488698368,20926,7758
1298,706291001778950144,1668,471
1299,706265994973601792,2682,919
1300,706169069255446529,3838,2161
1301,706166467411222528,5072,1573
1302,706153300320784384,1456,380
1303,705975130514706432,3049,718
1304,705970349788291072,3117,878
1305,705898680587526145,2321,539
1306,705786532653883392,1897,508
1307,705591895322394625,3115,1125
1308,705475953783398401,2905,891
1309,705442520700944385,4352,1593
1310,705428427625635840,3747,1645
1311,705239209544720384,2950,735
1312,705223444686888960,2545,783
1313,705102439679201280,2104,508
1314,705066031337840642,2147,611
1315,704871453724954624,4207,1095
1316,704859558691414016,2217,529
1317,704847917308362754,4979,1496
1318,704819833553219584,2592,965
1319,704761120771465216,6531,2871
1320,704499785726889984,2862,996
1321,704491224099647488,740,76
1322,704480331685040129,3329,1050
1323,704364645503647744,7841,3477
1324,704347321748819968,1551,344
1325,704134088924532736,1477,449
1326,704113298707505153,1817,562
1327,704054845121142784,2875,897
1328,703774238772166656,1813,450
1329,703769065844768768,3216,1124
1330,703631701117943808,2531,670
1331,703611486317502464,3775,1499
1332,703425003149250560,3745,1343
1333,703407252292673536,2395,681
1334,703382836347330562,3454,1119
1335,703356393781329922,1879,378
1336,703268521220972544,1950,539
1337,703079050210877440,7264,3009
1338,703041949650034688,25891,12221
1339,702932127499816960,2536,711
1340,702899151802126337,1588,446
1341,702684942141153280,3171,1056
1342,702671118226825216,2165,550
1343,702598099714314240,12035,3368
1344,702539513671897089,2836,943
1345,702332542343577600,3129,1518
1346,702321140488925184,3224,1025
1347,702276748847800320,2426,755
1348,702217446468493312,4694,1317
1349,701981390485725185,3388,968
1350,701952816642965504,3789,1005
1351,701889187134500865,3481,1360
1352,701805642395348998,3351,1641
1353,701601587219795968,2064,442
1354,701570477911896070,2769,909
1355,701545186879471618,2623,598
1356,701214700881756160,12001,4995
1357,700890391244103680,2189,558
1358,700864154249383937,2555,609
1359,700847567345688576,2410,494
1360,700796979434098688,2399,921
1361,700747788515020802,22453,9100
1362,700518061187723268,2565,783
1363,700505138482569216,2254,555
1364,700462010979500032,4059,1752
1365,700167517596164096,2595,717
1366,700151421916807169,2208,659
1367,700143752053182464,7407,2662
1368,700062718104104960,2610,677
1369,700029284593901568,2042,576
1370,700002074055016451,3261,1312
1371,699801817392291840,3009,934
1372,699788877217865730,2197,500
1373,699779630832685056,2695,1207
1374,699775878809702401,1933,595
1375,699691744225525762,10121,4523
1376,699446877801091073,5851,2563
1377,699434518667751424,2130,503
1378,699423671849451520,1336,320
1379,699413908797464576,2044,618
1380,699370870310113280,1858,431
1381,699323444782047232,3092,849
1382,699088579889332224,2212,622
1383,699079609774645248,2410,641
1384,699072405256409088,2921,1171
1385,690400367696297985,1857,441
1386,690374419777196032,3204,832
1387,690360449368465409,2630,865
1388,690348396616552449,1486,504
1389,690248561355657216,1650,409
1390,690021994562220032,2746,1009
1391,690015576308211712,2449,718
1392,690005060500217858,3612,1651
1393,689999384604450816,1396,360
1394,689993469801164801,1434,442
1395,689977555533848577,1348,437
1396,689905486972461056,2407,689
1397,689877686181715968,2990,1138
1398,689835978131935233,2136,736
1399,689661964914655233,3174,910
1400,689659372465688576,10214,3774
1401,689623661272240129,2197,630
1402,689599056876867584,11469,5400
1403,689557536375177216,2008,448
1404,689517482558820352,3347,1397
1405,689289219123089408,2224,920
1406,689283819090870273,3213,1079
1407,689280876073582592,1952,693
1408,689275259254616065,1127,242
1409,689255633275777024,2511,1063
1410,689154315265683456,3029,980
1411,689143371370250240,1992,498
1412,688916208532455424,2668,847
1413,688908934925697024,2084,748
1414,688898160958271489,2060,766
1415,688894073864884227,2205,670
1416,688828561667567616,1359,365
1417,688804835492233216,949,191
1418,688789766343622656,2185,651
1419,688547210804498433,2549,685
1420,688519176466644993,2280,714
1421,688385280030670848,9137,4392
1422,688211956440801280,2205,813
1423,688179443353796608,2103,576
1424,688116655151435777,2782,759
1425,688064179421470721,1704,354
1426,687841446767013888,5375,2455
1427,687826841265172480,2707,1099
1428,687818504314159109,2443,931
1429,687807801670897665,2354,703
1430,687732144991551489,1725,651
1431,687704180304273409,2393,826
1432,687664829264453632,1906,503
1433,687494652870668288,1867,564
1434,687480748861947905,1574,234
1435,687476254459715584,1950,523
1436,687460506001633280,2025,538
1437,687399393394311168,1859,604
1438,687317306314240000,19832,8991
1439,687312378585812992,4284,1864
1440,687127927494963200,5342,2226
1441,687124485711986689,2145,496
1442,687109925361856513,5704,2404
1443,687102708889812993,2313,963
1444,687096057537363968,2199,595
1445,686947101016735744,8501,3130
1446,686760001961103360,3467,1355
1447,686749460672679938,3421,1423
1448,686730991906516992,4069,1173
1449,686683045143953408,2777,785
1450,686618349602762752,3645,1339
1451,686606069955735556,1857,535
1452,686394059078897668,1713,682
1453,686386521809772549,3206,863
1454,686377065986265092,2165,554
1455,686358356425093120,2145,656
1456,686286779679375361,3937,1632
1457,686050296934563840,2179,714
1458,686035780142297088,1134,115
1459,686034024800862208,3033,1122
1460,686007916130873345,2441,399
1461,686003207160610816,1797,612
1462,685973236358713344,2067,514
1463,685943807276412928,1601,578
1464,685906723014619143,7385,2811
1465,685681090388975616,2002,119
1466,685667379192414208,2325,553
1467,685663452032069632,3177,1425
1468,685641971164143616,2888,760
1469,685547936038666240,32383,15295
1470,685532292383666176,2990,1138
1471,685325112850124800,9300,3886
1472,685321586178670592,2601,624
1473,685315239903100929,3253,1020
1474,685307451701334016,2041,430
1475,685268753634967552,3045,1176
1476,685198997565345792,2302,653
1477,685169283572338688,4047,1401
1478,684969860808454144,2355,360
1479,684959798585110529,6716,3059
1480,684940049151070208,3161,1022
1481,684926975086034944,3424,455
1482,684914660081053696,3453,1423
1483,684902183876321280,1833,519
1484,684880619965411328,2049,795
1485,684830982659280897,34455,21243
1486,684800227459624960,2692,983
1487,684594889858887680,8765,3439
1488,684588130326986752,4054,1379
1489,684567543613382656,2962,1187
1490,684538444857667585,2607,930
1491,684481074559381504,3820,1147
1492,684460069371654144,1935,547
1493,684241637099323392,7989,3203
1494,684225744407494656,1206,203
1495,684222868335505415,3751,1337
1496,684200372118904832,2115,1019
1497,684195085588783105,1872,497
1498,684188786104872960,3438,1146
1499,684177701129875456,1987,653
1500,684147889187209216,2941,1489
1501,684122891630342144,1975,461
1502,684097758874210310,4048,1403
1503,683857920510050305,3745,1098
1504,683852578183077888,1905,338
1505,683849932751646720,2563,942
1506,683834909291606017,2582,1090
1507,683828599284170753,2757,1048
1508,683773439333797890,3295,1319
1509,683742671509258241,6359,3231
1510,683515932363329536,7206,2826
1511,683498322573824003,3120,945
1512,683481228088049664,2621,979
1513,683462770029932544,2383,660
1514,683449695444799489,3821,1578
1515,683391852557561860,7527,2357
1516,683357973142474752,2858,901
1517,683142553609318400,2827,1018
1518,683111407806746624,3343,893
1519,683098815881154561,2127,643
1520,683078886620553216,1957,551
1521,683030066213818368,2131,727
1522,682962037429899265,36175,16166
1523,682808988178739200,1750,165
1524,682788441537560576,2434,1084
1525,682750546109968385,1495,427
1526,682697186228989953,1292,355
1527,682662431982772225,3003,1054
1528,682638830361513985,2043,584
1529,682429480204398592,3374,1129
1530,682406705142087680,7440,1728
1531,682393905736888321,2197,655
1532,682389078323662849,1630,450
1533,682303737705140231,3000,955
1534,682259524040966145,4057,1175
1535,682242692827447297,3180,1134
1536,682088079302213632,17905,9641
1537,682059653698686977,4853,1636
1538,682047327939461121,3138,921
1539,682032003584274432,6471,1958
1540,682003177596559360,3065,1485
1541,681981167097122816,2761,1013
1542,681891461017812993,2420,798
1543,681694085539872773,12596,3981
1544,681679526984871937,1738,430
1545,681654059175129088,2593,908
1546,681610798867845120,1867,454
1547,681579835668455424,3490,1269
1548,681523177663676416,14039,5632
1549,681340665377193984,1613,272
1550,681339448655802368,9118,4000
1551,681320187870711809,2597,726
1552,681302363064414209,3859,1777
1553,681297372102656000,3156,930
1554,681281657291280384,3171,1078
1555,681261549936340994,1431,265
1556,681242418453299201,1459,520
1557,681231109724700672,2366,471
1558,681193455364796417,3622,1441
1559,680970795137544192,2381,643
1560,680959110691590145,4497,1963
1561,680940246314430465,3148,1019
1562,680934982542561280,2055,425
1563,680913438424612864,2359,607
1564,680889648562991104,1726,356
1565,680836378243002368,3398,1291
1566,680805554198020098,2118,652
1567,680801747103793152,2339,803
1568,680798457301471234,2797,1008
1569,680609293079592961,2574,681
1570,680583894916304897,3557,1301
1571,680497766108381184,4156,1868
1572,680494726643068929,1685,476
